observable_id,P0_a_m,R_m,field_region,frequency_hz,model,direction,E_equatorial_v_per_m,E_rms_v_per_m,E_axial_v_per_m,E_min_v_per_m,E_max_v_per_m,E_optional_conservative_v_per_m,relative_to_static_equatorial_db,deltaV_1m_min_v,deltaV_1m_max_v,interpretation
shaft_modulation_n2,100.0,300.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.1052426603603843e-09,1.5630491599949758e-09,2.2104853207207685e-09,1.1052426603603843e-09,2.2104853207207685e-09,5.960023668438472e-11,-36.47817481888637,1.1052426603603843e-09,2.2104853207207685e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,100.0,300.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,7.368284402402562e-10,1.0420327733299838e-09,1.4736568804805123e-09,7.368284402402562e-10,1.4736568804805123e-09,2.0612615848727344e-11,-40.0,7.368284402402562e-10,1.4736568804805123e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,100.0,300.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.526213301801921e-10,7.815245799974879e-10,1.1052426603603843e-09,5.526213301801921e-10,1.1052426603603843e-09,8.890134871394652e-12,-42.498774732166,5.526213301801921e-10,1.1052426603603843e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,100.0,300.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.420970641441537e-10,6.252196639979903e-10,8.841941282883074e-10,4.420970641441537e-10,8.841941282883074e-10,4.368195835280989e-12,-44.43697499232712,4.420970641441537e-10,8.841941282883074e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,100.0,500.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,1.5915494309189534e-08,2.2507907903927653e-08,3.183098861837907e-08,1.5915494309189534e-08,3.183098861837907e-08,1.5915494309189534e-08,0.0,1.5915494309189534e-08,3.183098861837907e-08,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,100.0,500.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.77464829275686e-10,6.752372371178295e-10,9.54929658551372e-10,4.77464829275686e-10,9.54929658551372e-10,1.5287693762651632e-11,-30.45757490560675,4.77464829275686e-10,9.54929658551372e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,100.0,500.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.38732414637843e-10,3.3761861855891476e-10,4.77464829275686e-10,2.38732414637843e-10,4.77464829275686e-10,1.837505434244807e-12,-36.47817481888637,2.38732414637843e-10,4.77464829275686e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,100.0,500.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.5915494309189535e-10,2.2507907903927653e-10,3.183098861837907e-10,1.5915494309189535e-10,3.183098861837907e-10,4.102966899710825e-13,-40.0,1.5915494309189535e-10,3.183098861837907e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,100.0,500.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.193662073189215e-10,1.6880930927945738e-10,2.38732414637843e-10,1.193662073189215e-10,2.38732414637843e-10,1.2237214463270576e-13,-42.498774732166,1.193662073189215e-10,2.38732414637843e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,100.0,500.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,9.549296585513721e-11,1.3504744742356592e-10,1.9098593171027442e-10,9.549296585513721e-11,1.9098593171027442e-10,4.344556985123464e-14,-44.43697499232712,9.549296585513721e-11,1.9098593171027442e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,100.0,1000.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,1.9894367886486918e-09,2.8134884879909566e-09,3.9788735772973836e-09,1.9894367886486918e-09,3.9788735772973836e-09,1.9894367886486918e-09,0.0,1.9894367886486918e-09,3.9788735772973836e-09,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,100.0,1000.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.968310365946076e-11,8.440465463972869e-11,1.193662073189215e-10,5.968310365946076e-11,1.193662073189215e-10,6.118607231635288e-14,-30.45757490560675,5.968310365946076e-11,1.193662073189215e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,100.0,1000.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.984155182973038e-11,4.2202327319864345e-11,5.968310365946076e-11,2.984155182973038e-11,5.968310365946076e-11,1.7678926351503389e-15,-36.47817481888637,2.984155182973038e-11,5.968310365946076e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,100.0,1000.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.989436788648692e-11,2.8134884879909566e-11,3.978873577297384e-11,1.989436788648692e-11,3.978873577297384e-11,1.3221657660361347e-16,-40.0,1.989436788648692e-11,3.978873577297384e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,100.0,1000.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.492077591486519e-11,2.1101163659932172e-11,2.984155182973038e-11,1.492077591486519e-11,2.984155182973038e-11,1.568172236343024e-17,-42.498774732166,1.492077591486519e-11,2.984155182973038e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,100.0,1000.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.1936620731892151e-11,1.688093092794574e-11,2.3873241463784302e-11,1.1936620731892151e-11,2.3873241463784302e-11,2.4707546817661307e-18,-44.43697499232712,1.1936620731892151e-11,2.3873241463784302e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,100.0,3000.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,7.368284402402563e-11,1.0420327733299841e-10,1.4736568804805125e-10,7.368284402402563e-11,1.4736568804805125e-10,7.368284402402563e-11,0.0,7.368284402402563e-11,1.4736568804805125e-10,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,100.0,3000.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.210485320720769e-12,3.126098319989952e-12,4.420970641441538e-12,2.210485320720769e-12,4.420970641441538e-12,2.3817225255639385e-21,-30.45757490560675,2.210485320720769e-12,4.420970641441538e-12,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,100.0,3000.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.1052426603603844e-12,1.563049159994976e-12,2.210485320720769e-12,1.1052426603603844e-12,2.210485320720769e-12,2.2980585434052174e-25,-36.47817481888638,1.1052426603603844e-12,2.210485320720769e-12,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,100.0,3000.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,7.368284402402563e-13,1.042032773329984e-12,1.4736568804805126e-12,7.368284402402563e-13,1.4736568804805126e-12,2.162886205306305e-28,-40.0,7.368284402402563e-13,1.4736568804805126e-12,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,100.0,3000.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.526213301801922e-13,7.81524579997488e-13,1.1052426603603844e-12,5.526213301801922e-13,1.1052426603603844e-12,6.415561930681595e-31,-42.498774732166,5.526213301801922e-13,1.1052426603603844e-12,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,100.0,3000.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.4209706414415377e-13,6.252196639979904e-13,8.841941282883075e-13,4.4209706414415377e-13,8.841941282883075e-13,3.920688390359987e-33,-44.43697499232712,4.4209706414415377e-13,8.841941282883075e-13,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,300.0,30.0,near_intermediate_estimate_R_lt_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,0.00022104853207207686,0.0003126098319989952,0.0004420970641441537,0.00022104853207207686,0.0004420970641441537,0.00022104853207207686,0.0,0.00022104853207207686,0.0004420970641441537,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,300.0,30.0,near_intermediate_estimate_R_lt_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,6.631455962162305e-06,9.378294959969856e-06,1.326291192432461e-05,6.631455962162305e-06,1.326291192432461e-05,5.3942730402063506e-06,-30.45757490560675,6.631455962162305e-06,1.326291192432461e-05,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,300.0,30.0,near_intermediate_estimate_R_lt_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.3157279810811526e-06,4.689147479984928e-06,6.631455962162305e-06,3.3157279810811526e-06,6.631455962162305e-06,2.476041553007662e-06,-36.47817481888638,3.3157279810811526e-06,6.631455962162305e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,300.0,30.0,near_intermediate_estimate_R_lt_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.2104853207207687e-06,3.126098319989952e-06,4.420970641441537e-06,2.2104853207207687e-06,4.420970641441537e-06,1.5458391715280945e-06,-40.0,2.2104853207207687e-06,4.420970641441537e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,300.0,30.0,near_intermediate_estimate_R_lt_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.6578639905405763e-06,2.344573739992464e-06,3.3157279810811526e-06,1.6578639905405763e-06,3.3157279810811526e-06,1.0969756037861507e-06,-42.498774732166,1.6578639905405763e-06,3.3157279810811526e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,300.0,30.0,near_intermediate_estimate_R_lt_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.326291192432461e-06,1.8756589919939712e-06,2.652582384864922e-06,1.326291192432461e-06,2.652582384864922e-06,8.358288020813413e-07,-44.43697499232712,1.326291192432461e-06,2.652582384864922e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,300.0,50.0,near_intermediate_estimate_R_lt_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,4.77464829275686e-05,6.752372371178296e-05,9.54929658551372e-05,4.77464829275686e-05,9.54929658551372e-05,4.77464829275686e-05,0.0,4.77464829275686e-05,9.54929658551372e-05,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,300.0,50.0,near_intermediate_estimate_R_lt_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.432394487827058e-06,2.0257117113534886e-06,2.864788975654116e-06,1.432394487827058e-06,2.864788975654116e-06,1.0153194361034831e-06,-30.45757490560675,1.432394487827058e-06,2.864788975654116e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,300.0,50.0,near_intermediate_estimate_R_lt_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,7.16197243913529e-07,1.0128558556767443e-06,1.432394487827058e-06,7.16197243913529e-07,1.432394487827058e-06,4.4021452646105025e-07,-36.47817481888638,7.16197243913529e-07,1.432394487827058e-06,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,300.0,50.0,near_intermediate_estimate_R_lt_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.77464829275686e-07,6.752372371178297e-07,9.54929658551372e-07,4.77464829275686e-07,9.54929658551372e-07,2.63068697499922e-07,-40.0,4.77464829275686e-07,9.54929658551372e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,300.0,50.0,near_intermediate_estimate_R_lt_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.580986219567645e-07,5.064279278383722e-07,7.16197243913529e-07,3.580986219567645e-07,7.16197243913529e-07,1.799213774714621e-07,-42.498774732166,3.580986219567645e-07,7.16197243913529e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,300.0,50.0,near_intermediate_estimate_R_lt_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.864788975654116e-07,4.0514234227069777e-07,5.729577951308232e-07,2.864788975654116e-07,5.729577951308232e-07,1.3270584397653662e-07,-44.43697499232712,2.864788975654116e-07,5.729577951308232e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,300.0,100.0,near_intermediate_estimate_R_lt_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,5.968310365946075e-06,8.44046546397287e-06,1.193662073189215e-05,5.968310365946075e-06,1.193662073189215e-05,5.968310365946075e-06,0.0,5.968310365946075e-06,1.193662073189215e-05,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,300.0,100.0,near_intermediate_estimate_R_lt_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.7904931097838226e-07,2.532139639191861e-07,3.580986219567645e-07,1.7904931097838226e-07,3.580986219567645e-07,8.996068873573104e-08,-30.45757490560675,1.7904931097838226e-07,3.580986219567645e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,300.0,100.0,near_intermediate_estimate_R_lt_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,8.952465548919113e-08,1.2660698195959304e-07,1.7904931097838226e-07,8.952465548919113e-08,1.7904931097838226e-07,3.382253124998133e-08,-36.47817481888638,8.952465548919113e-08,1.7904931097838226e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,300.0,100.0,near_intermediate_estimate_R_lt_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.968310365946075e-08,8.440465463972871e-08,1.193662073189215e-07,5.968310365946075e-08,1.193662073189215e-07,1.8117863180961843e-08,-40.0,5.968310365946075e-08,1.193662073189215e-07,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,300.0,100.0,near_intermediate_estimate_R_lt_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.4762327744595564e-08,6.330349097979652e-08,8.952465548919113e-08,4.4762327744595564e-08,8.952465548919113e-08,1.129985571235205e-08,-42.498774732166,4.4762327744595564e-08,8.952465548919113e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,300.0,100.0,near_intermediate_estimate_R_lt_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.580986219567645e-08,5.064279278383722e-08,7.16197243913529e-08,3.580986219567645e-08,7.16197243913529e-08,7.6841789985176e-09,-44.43697499232712,3.580986219567645e-08,7.16197243913529e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,300.0,300.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,2.2104853207207685e-07,3.1260983199899517e-07,4.420970641441537e-07,2.2104853207207685e-07,4.420970641441537e-07,2.2104853207207685e-07,0.0,2.2104853207207685e-07,4.420970641441537e-07,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,300.0,300.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,6.631455962162305e-09,9.378294959969854e-09,1.326291192432461e-08,6.631455962162305e-09,1.326291192432461e-08,8.411031177971253e-10,-30.45757490560675,6.631455962162305e-09,1.326291192432461e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,300.0,300.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.3157279810811525e-09,4.689147479984927e-09,6.631455962162305e-09,3.3157279810811525e-09,6.631455962162305e-09,1.7880071005315416e-10,-36.47817481888638,3.3157279810811525e-09,6.631455962162305e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,300.0,300.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.2104853207207685e-09,3.126098319989952e-09,4.420970641441537e-09,2.2104853207207685e-09,4.420970641441537e-09,6.183784754618203e-11,-40.0,2.2104853207207685e-09,4.420970641441537e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,300.0,300.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.6578639905405763e-09,2.3445737399924636e-09,3.3157279810811525e-09,1.6578639905405763e-09,3.3157279810811525e-09,2.6670404614183955e-11,-42.498774732166,1.6578639905405763e-09,3.3157279810811525e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,300.0,300.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.3262911924324612e-09,1.875658991993971e-09,2.6525823848649224e-09,1.3262911924324612e-09,2.6525823848649224e-09,1.3104587505842967e-11,-44.43697499232712,1.3262911924324612e-09,2.6525823848649224e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,300.0,500.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,4.77464829275686e-08,6.752372371178295e-08,9.54929658551372e-08,4.77464829275686e-08,9.54929658551372e-08,4.77464829275686e-08,0.0,4.77464829275686e-08,9.54929658551372e-08,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,300.0,500.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.432394487827058e-09,2.0257117113534883e-09,2.864788975654116e-09,1.432394487827058e-09,2.864788975654116e-09,4.586308128795489e-11,-30.45757490560675,1.432394487827058e-09,2.864788975654116e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,300.0,500.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,7.16197243913529e-10,1.0128558556767442e-09,1.432394487827058e-09,7.16197243913529e-10,1.432394487827058e-09,5.51251630273442e-12,-36.47817481888638,7.16197243913529e-10,1.432394487827058e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,300.0,500.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.77464829275686e-10,6.752372371178295e-10,9.54929658551372e-10,4.77464829275686e-10,9.54929658551372e-10,1.2308900699132474e-12,-40.0,4.77464829275686e-10,9.54929658551372e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,300.0,500.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.580986219567645e-10,5.064279278383721e-10,7.16197243913529e-10,3.580986219567645e-10,7.16197243913529e-10,3.6711643389811727e-13,-42.498774732166,3.580986219567645e-10,7.16197243913529e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,300.0,500.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.864788975654116e-10,4.0514234227069773e-10,5.729577951308232e-10,2.864788975654116e-10,5.729577951308232e-10,1.303367095537039e-13,-44.43697499232712,2.864788975654116e-10,5.729577951308232e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,300.0,1000.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,5.968310365946075e-09,8.440465463972869e-09,1.193662073189215e-08,5.968310365946075e-09,1.193662073189215e-08,5.968310365946075e-09,0.0,5.968310365946075e-09,1.193662073189215e-08,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,300.0,1000.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.7904931097838224e-10,2.5321396391918604e-10,3.580986219567645e-10,1.7904931097838224e-10,3.580986219567645e-10,1.8355821694905863e-13,-30.45757490560675,1.7904931097838224e-10,3.580986219567645e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,300.0,1000.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,8.952465548919112e-11,1.2660698195959302e-10,1.7904931097838224e-10,8.952465548919112e-11,1.7904931097838224e-10,5.303677905451016e-15,-36.47817481888638,8.952465548919112e-11,1.7904931097838224e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,300.0,1000.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.968310365946076e-11,8.440465463972869e-11,1.193662073189215e-10,5.968310365946076e-11,1.193662073189215e-10,3.966497298108404e-16,-40.0,5.968310365946076e-11,1.193662073189215e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,300.0,1000.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.476232774459556e-11,6.330349097979651e-11,8.952465548919112e-11,4.476232774459556e-11,8.952465548919112e-11,4.7045167090290713e-17,-42.498774732166,4.476232774459556e-11,8.952465548919112e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,300.0,1000.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.580986219567645e-11,5.0642792783837216e-11,7.16197243913529e-11,3.580986219567645e-11,7.16197243913529e-11,7.412264045298392e-18,-44.43697499232712,3.580986219567645e-11,7.16197243913529e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,300.0,3000.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,2.2104853207207688e-10,3.126098319989952e-10,4.4209706414415376e-10,2.2104853207207688e-10,4.4209706414415376e-10,2.2104853207207688e-10,0.0,2.2104853207207688e-10,4.4209706414415376e-10,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,300.0,3000.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,6.6314559621623065e-12,9.378294959969857e-12,1.3262911924324613e-11,6.6314559621623065e-12,1.3262911924324613e-11,7.145167576691815e-21,-30.45757490560675,6.6314559621623065e-12,1.3262911924324613e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,300.0,3000.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.3157279810811533e-12,4.689147479984928e-12,6.6314559621623065e-12,3.3157279810811533e-12,6.6314559621623065e-12,6.894175630215651e-25,-36.47817481888638,3.3157279810811533e-12,6.6314559621623065e-12,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,300.0,3000.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.210485320720769e-12,3.126098319989952e-12,4.420970641441538e-12,2.210485320720769e-12,4.420970641441538e-12,6.488658615918915e-28,-40.0,2.210485320720769e-12,4.420970641441538e-12,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,300.0,3000.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.6578639905405766e-12,2.344573739992464e-12,3.3157279810811533e-12,1.6578639905405766e-12,3.3157279810811533e-12,1.9246685792044785e-30,-42.498774732166,1.6578639905405766e-12,3.3157279810811533e-12,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
